i,var,beta,ml,mom,gmm,cue,el
1,x1,-0.7488270657500321,-0.7395627358388415,-0.7399689191271236,-0.7692661058374701,-0.7716903244090402,-0.7642882086821527
1,x2,0.29989836373805545,0.3144453002163196,0.32458914749423445,0.3385378853758689,0.34223043064039455,0.33960568660822193
1,x3,0.9272217971417436,0.9586953778537131,0.97198422317851,1.0035108722206598,1.005859516411715,0.9848539261257693
1,x4,-0.5204378213386672,-0.5701892621066792,-0.5736215868608929,-0.5957264375722283,-0.6019378257152727,-0.5901047333942059
1,x5,-0.2981462627682887,-0.3051653354712635,-0.30521993184755586,-0.31688909606132515,-0.3152884262310275,-0.31558861797319726
2,x1,0.09401377885482898,0.08407980110520173,0.07951632209671937,0.09364722977418187,0.08737149240827655,0.08848944318772935
2,x2,-0.49050811818467643,-0.4307983156815552,-0.4369832652258429,-0.4611555911787743,-0.4688475199015537,-0.4453799148741404
2,x3,0.6473023818430714,0.5889037089868042,0.5879435536807838,0.6120988983020864,0.6195250075135131,0.5908599390777376
2,x4,-0.45572419482996507,-0.4293202827475568,-0.4347927702950243,-0.4451340754437663,-0.4606002896638741,-0.4380029940503391
2,x5,-0.10401748158867374,-0.1045202864990214,-0.10751319967325984,-0.10644501421952926,-0.11947984291380802,-0.10666097352399109
3,x1,0.5077075216926552,0.4691816362297062,0.47305905061386083,0.4952065179491029,0.47943827508520753,0.47330594740839754
3,x2,-0.8998332254507837,-0.9855634690275248,-0.9855765967154144,-1.0341688641522537,-1.0188448179291034,-0.9892429308733831
3,x3,0.36931372592627443,0.38223576463441616,0.3788587695889635,0.4162023245591934,0.4283664422320702,0.3959779680218561
3,x4,0.5193230966150773,0.5539317625951994,0.5565756487250235,0.5931532671745202,0.6182454148702545,0.5606191521562306
3,x5,0.5248501070702503,0.4270883432324238,0.4229583030194494,0.42902886190543577,0.4382010308771632,0.42677413930146446
4,x1,0.17802075227450498,0.20145091634308868,0.2065836116042904,0.18862233570028572,0.20023126942412323,0.18733989640847964
4,x2,0.4605380203090397,0.3706765121164535,0.3670278193860324,0.4034242812691792,0.3938044257979754,0.36851380106245707
4,x3,0.7443340734628701,0.7224706778837012,0.7124498665337039,0.7452710977542981,0.7351583452116772,0.7112971800199306
4,x4,-0.1785541295863824,-0.13547618141075674,-0.13006392495401373,-0.1422792491058082,-0.13527405358662772,-0.1340563257354381
